,aid,sign_in_count,activity,hr_diff,hr_list,etaOrient,blank,variety,igs,public,ighMean,ighOrient,membership
108,2299549,4,1.5,542,0.0015&&15.0485&&5.9460&&86.2138&&5.7204&&,0.2,16.6666666667,5,6,0,1295.0,0.333333333333,0
109,2234047,9,1.0,195,1.0335&&0.0639&&8.8633&&13.1240&&0.0323&&20.8618&&1.1344&&19.9958&&,0.5,100.0,0,9,0,992.0,0.666666666667,0
110,2299151,13,0.384615384615,58,0.0268&&2.7992&&6.9140&&0.0581&&,0.75,60.0,2,5,0,1318.4,0.2,0
111,2222264,23,0.391304347826,543,0.0070&&11.8877&&124.1199&&0.0062&&0.0009&&0.0030&&31.9701&&13.2590&&,0.5,55.5555555556,4,9,1,1699.0,0.333333333333,0
112,2378416,3,2.0,426,0.0039&&87.8438&&0.4579&&0.4355&&0.0597&&,0.8,50.0,3,6,0,1846.5,0.0,0
113,2249564,84,0.630952380952,65,0.0449&&0.9967&&0.7112&&5.2986&&2.7801&&0.0017&&0.1338&&4.8028&&2.0492&&4.0978&&2.9271&&4.1632&&0.7140&&14.0131&&1.0596&&6.1696&&0.7549&&0.3154&&4.6791&&0.0114&&0.0274&&1.2856&&0.9088&&0.0793&&3.7072&&0.2142&&0.0594&&0.0075&&0.8867&&0.9501&&0.9021&&0.0611&&4.9720&&0.2416&&0.7101&&1.2863&&5.8061&&0.0075&&5.0991&&1.0923&&0.7714&&0.1101&&0.0689&&5.9866&&0.0346&&1.7765&&7.1036&&13.1617&&1.7428&&19.1522&&4.8488&&2.2724&&,0.711538461538,22.641509434,28,53,0,1395.64150943,0.320754716981,2
114,2416830,9,0.555555555556,11,0.0118&&1.3277&&0.0733&&0.5837&&,1.0,80.0,1,5,0,1115.2,0.2,0
115,2337871,14,0.785714285714,390,0.0412&&28.8834&&25.3155&&14.0364&&0.0008&&90.6652&&2.9144&&0.0087&&0.8867&&0.0045&&,0.6,0.0,6,11,0,1584.63636364,0.0,0
116,2292250,6,0.833333333333,807,96.0106&&0.0401&&0.0042&&38.5872&&,0.5,40.0,3,5,0,2429.4,0.0,0
117,2283629,13,0.692307692308,463,0.3075&&22.8284&&6.2345&&0.0251&&17.4572&&10.0226&&84.4642&&13.0360&&,0.25,0.0,7,9,0,1857.77777778,0.0,0
118,2417330,22,0.863636363636,196,0.3425&&0.7196&&16.6060&&4.0994&&0.0944&&0.6677&&0.0058&&10.3047&&0.0065&&0.8546&&1.2008&&1.8712&&83.0585&&0.0942&&27.0366&&0.0013&&0.1038&&0.2820&&,0.722222222222,36.8421052632,10,19,1,2294.15789474,0.210526315789,0
119,2250490,30,0.433333333333,293,7.7820&&21.0422&&22.8391&&1.0411&&0.0397&&21.0916&&0.2649&&40.5639&&0.4334&&9.8097&&9.7240&&12.1097&&,0.333333333333,100.0,0,13,0,1714.76923077,0.0769230769231,0
120,2280936,19,1.0,188,2.7083&&17.2361&&0.0046&&2.0409&&17.2581&&16.7514&&30.8862&&0.0023&&18.9854&&0.8888&&0.2249&&0.8316&&0.0586&&1.4039&&0.5171&&4.5066&&9.4416&&17.2642&&,0.555555555556,89.4736842105,2,19,0,2292.63157895,0.0526315789474,0
